Title,Podficcer,Author,Ship,Link
GOODNIGHT FROM YOUR FUTURE HUSBAND,sweaters_in_the_summer,GallaPlacidia,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/41967021"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Gotta Break Up to Make Up,Queenie_Mab,Soulbarebones,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/1075818"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Grand Noble,fire_juggler,Celestlyn,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/309311"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Green Light,Magical Tales from the Slytherin Common Room,SereneMusafir,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/7KeBgmd6yqA33zp2e8TEAS?si=79debcb83ed249bc"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
"Green Pastures, Still Waters",EllaMcSmellBella,peachpety,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/50385571"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Greenhouse Hug,roseszain,anxiousgoat,Neville Longbottom/Draco Malfoy,"<a href=""https://archiveofourown.org/works/37503694"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Grimly Familiar,RoastedOats,anonymousmagpie,Harry Potter,"<a href=""https://archiveofourown.org/works/45105415/chapters/113467582"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Grow in the Garden,fire_juggler,Kerplankia,Neville Longbottom/Draco Malfoy,"<a href=""https://archiveofourown.org/works/542910"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Gryffindors Never Kiss and Tell,RattleandHum,FeelsForBreakfast,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/37660090"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Guardian Angel,Podfics by Juuls,noxsoulmate,Hermione Granger/Harry Potter,"<a href=""https://archiveofourown.org/works/47151136"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Hagrid Takes the Fall for Harry,Opalsong,Lullabyknell,Rubeus Hagrid & Harry Potter,"<a href=""https://archiveofourown.org/works/8831341"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Hairdressed for Success,smirkingcat,meandminniemcg,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/28190592"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Halloween,picascribit,picascribit,"Sirius Black, Remus Lupin, James Potter, Peter Pettigrew","<a href=""https://archiveofourown.org/works/926736"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Harriet Potter,KwikQuotesQuill,KwikQuotesQuill,Harriet Potter/Severus Snape,"<a href=""https://open.spotify.com/episode/2r8AltZQQVMz5j7dI95sw9?si=56cbeaf800bd44fa"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Harry Likes to Touch & Warmth,fire_juggler,"Vaysh, alovelycupoftea",Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/309319"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Harry Potter and Ginny Weasley Are Dating,sisi_rambles,Lomonaaeren,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/2347538"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Harry Potter and the Best Professor,Through the Trapdoor,DrinkCocoa,Gilderoy Lockhart,"<a href=""https://open.spotify.com/episode/5ZXkd4zoqWHqlCSWRdBGLM?si=e0e40da746e14eb7"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Harry Potter and the Curse of the Malfoy Dildo,Aibidil,aibidil,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/18247466"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Harry Potter and the Den of Snakes,RoastedOats,orphan_account,Harry Potter,"<a href=""https://archiveofourown.org/works/40663929/chapters/101886495"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Harry Potter and the Department of Mysteries - TTS,BurningAurora,thewholeofthemoon,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/54169333"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Harry Potter and the Dog and the Wolf: Part 1, Hope's Cottage ",BurningAurora,thewholeofthemoon,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/42324105"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Harry Potter and the Dog and the Wolf: Part 2, Harry Potter and the Two-Way Mirror ",BurningAurora,thewholeofthemoon,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/44048403/chapters/110752746"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Harry Potter and the Dog and the Wolf: Part 3, Harry Potter and the Department of Mysteries - TTS",BurningAurora,thewholeofthemoon,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/54169333"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Harry Potter and The Methods of Rationality,Jack Voraces,Eliezer Yudkowsky,Harry Potter,"<a href=""https://open.spotify.com/episode/4sletZWSEcOi0q69FaZ8BF?si=7c0f2f4ed3844c68"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Harry Potter and the Philosopher's Snake,SecondStateOfMatter,gonzoclock,Harry Potter,"<a href=""https://archiveofourown.org/works/51349591/chapters/129753283"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Harry Potter Miss Drew's Class Year 4- TTS,BurningAurora,SquintClover,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/44027103"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Harry the Huffelpuff,Opalsong,Lullabyknell,Harry Potter/Cedric Diggory,"<a href=""https://archiveofourown.org/works/8835733"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Harry's Little Army of Psychos,Through the Trapdoor,RuneWitchSakura,Ron Weasley,"<a href=""https://open.spotify.com/episode/3ctPtyE7diYZtbDBcQ82HK?si=96c0906b3ce04136"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Harvest,Ashata,HelloCheshire,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/51040105"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Haunted,dm.hg,paintedteeth,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/5WoykGkkCO8MoR9SDadOlh?si=c3f944ae4024401c"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Haunted,EllaMcSmellBella,bentnotbroken1,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/42032004"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
He Hated Her,SilverMiss Fanfiction,,Hermione Granger/Tom Riddle,"<a href=""https://open.spotify.com/episode/3lZvx7xGMkJnXLAWpbPNmj?si=2887878886024eb9"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
He Sleeps in Fits and Starts,starduchess,lucianwolf,Harry Potter/Severus Snape,"<a href=""https://www.audiofic.jinjurly.com/he-sleeps-in-fits-and-starts"" target=""_blank""><img src=""./imgs/default.png"" alt=""default"" class=""link_icon""></a>"
Heal Thyself,lazulus,astolat,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/38393641"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Healing Hands,picascribit,picascribit,Poppy Pomfrey/Pomona Sprout,"<a href=""https://archiveofourown.org/works/23075767"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Healing Words,Amanita_Fierce,wynnebat,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/38912493"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Heaven is Here (If You Want It) - TTS,BurningAurora,R33sesPieces,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/2RqS7304U4m94ejD4kx5f7?si=1715d40e7fb44ad0"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Heaven Through a Window,JocundaSykes,JocundaSykes,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/31237361"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Height,EllaMcSmellBella,SenLinYu,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/42370086"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Height,The Dramione Archives,SenLinYu,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/4s5SYXtylhCLT5rsW32Iz0?si=0eef33728d4340e4"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
hello goodbye ('twas nice to know you),smirkingcat,tamerofdarkstars,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/27914188"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
help me hold onto you - TTS,BurningAurora,soloorganaas,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/46257418"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Her Beauty and the Moonlight,The Dramione Archives,BrilliantLady,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/60K72cAHKbG1cEAI10kKYK?si=ebd38dd1aa334da4"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Her Indomitable ,EllaMcSmellBella,Art3misiA,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41704170"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Her Lips Alone,UnholyCrowley,leydileyla,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/40894800"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Here and Present,EllaMcSmellBella,Musyc,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/43666617"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Here and Present,The Dramione Archives,Musyc,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/3UkOPjCjxI75NCw8QlQfAA?si=66d42032b32a470e"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Here For You,peasina,LupusMundi,Neville Longbottom/Luna Lovegood,"<a href=""https://archiveofourown.org/works/32597356"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Hermione Granger's Hogwarts Crammer for Delinquents on the Run,Drarry Audiofics,Waspabi,Draco Malfoy/Harry Potter,"<a href=""https://open.spotify.com/show/7zJavdLYIuuUbC4FPgba6K?si=8d6c874a4b9745e0"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Hermione's Incomprehensible Crush on Fleur Delacour,Opalsong,Lullabyknell,Fleur Delacour/Hermione Granger,"<a href=""https://archiveofourown.org/works/13054119"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Hero Complex,EllaMcSmellBella,tygermine,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41117472"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Hey Princess,The Dramione Archives,Madzola,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/5pYiiJl7r97QoPhbC3Ru3E?si=3ee954bc26994e12"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Hide and Seek,micha_making_podfics,JulietsEmoPhase,Draco Malfoy/Harry Potter,"<a href=""https://open.spotify.com/episode/1pYlD40XrGQiIGmmZQxQj9?si=d65ad33a8dbc4323"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
hide the path so quietly,EllaMcSmellBella,peachpety,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/50141947"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Higher and Higher,seeking_semperfiona,birdsofshore,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/18106463"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Highland Fling,picascribit,picascribit,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/919977/chapters/1786371"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Hints From Severus,JocundaSykes,"cruisedirector, Dementordelta",Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/44115576"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Hippogriff Biscuits and Gingerbread Houses,ETL_Echo_Audiobooks,ArielSakura,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/43675803"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
His,reena_jenkins,shadowglove88,Hermione Granger/Tom Riddle,"<a href=""https://archiveofourown.org/works/298134"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Hogwarts Founders Snippets ,Opalsong,Lullabyknell,"Rowena Ravenclaw, Salazar Slytherin, Godric Gryffindor, Helga Hufflepuff","<a href=""https://archiveofourown.org/works/9110110"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Hogwarts Profs Entering the Triwizard Tournament,Opalsong,Lullabyknell,"Minerva McGonagall, Filius Flitwick, Pomona Sprout, Severus Snape, Alastor “Mad-Eye” Moody, Albus Dumbledore, Remus Lupin","<a href=""https://archiveofourown.org/works/8835781"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Hold Me Close (and never let go),Eden,tealeaves_bookpages,Draco Malfoy/Harry Potter,"<a href=""https://open.spotify.com/episode/0oBKAvLFThEIXUfM1w18Ov?si=81c50db458164d5e"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Hold On a Little Longer,EllaMcSmellBella,Spork_in_the_Road,James Potter/Lily Evans Potter,"<a href=""https://archiveofourown.org/works/41704065"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
holding my breath,ETL_Echo_Audiobooks,OneEqualTemper,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/47473138"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Holiday Suprise,EllaMcSmellBella,Demondog136,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/43407646"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Home,EllaMcSmellBella,Amarillis39 and MissMrah,Theodore Nott/Harry Potter,"<a href=""https://archiveofourown.org/works/39701886"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Home Again, Home Again","Amanita_Fierce, christchex, Flowerparrish Multivoices (Flowerparrish), Jet_pods (Jetainia), JocundaSykes, kittona multivoice pods (kittona), LenaReads (LenaLawlipop), Ravin_Pods (Ravin), twtd, UnholyCrowley, with (bluedreaming)",pir8fancier,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/39277755"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
